system_name,discovery_date,ra_hrs,ra_mins,ra_secs,ra_coord,dec_degrees,dec_arcmin,dec_arcsec,dec_coord,lensgrade,number_images,theta_e,theta_e_err,z_lens,z_lens_err,z_source,z_source_err,vdisp,vdisp_err
SDSSJ0008-0004,2008-08-01,00,08,2.96,2.01231,-00,04,8.26,-0.06896,A,3,1.16,0.02,0.4400,0.0001,1.192,0.001,232,39
ACSJ001423.02-302109.8,2012-06-15,00,14,23.02,3.595917,-30,21,09.8,-30.352722,B,1,1.52,0.01,NaN,NaN,NaN,NaN,NaN,NaN
ACSJ001426.26-302255.9,2012-06-15,00,14,26.26,3.609417,-30,22,55.9,-30.382194,A,1,1.00,0.01,NaN,NaN,NaN,NaN,NaN,NaN
CSWA34,2009-01-01,00,17,1.54,4.25642966,-10,09,11.12,-10.15308799,,2,NaN,NaN,0.5,0.1,NaN,NaN,NaN,NaN
MACSJ0018.5+1626,2010-06-01,0,18,33.6,4.640006777,+16,26,16.29,+16.4378587777,A,0,24,2,0.545,NaN,NaN,NaN,NaN,NaN
CSWA21,2007-06-00,00,22,40.92,5.67049154,+14,31,10.43,14.51956525,A,4,2.91,0.14,0.38,0.01,2.73,0.01,397,55
MACSJ002523.4-121942,2008-11-01,00,25,23.4,6.3479305559,-12,19,42,-12.3286802225,A,2,NaN,NaN,0.582,0.001,2.047,0.001,NaN,NaN
MACSJ0025.4-1222,2008-11-01,00,25,29.381,6.372421,-12,22,37.06,-12.376961,A,0,30,2,0.584,NaN,NaN,NaN,740,100
CL0024+1654,1995-12-01,00,26,35,6.645833,+17,09,43,+17.161944,A,0,NaN,NaN,0.39,NaN,NaN,NaN,NaN,NaN
SDSSJ0029-0055,2008-08-01,00,29,7.78,7.28240,-00,55,50.56,-0.93071,A,2,0.96,0.02,0.22704,0.00005,0.9313,0.0001,202,18
SDSSJ002927.38+254401.7,2016-04-07,00,29,27.3883,7.364118,+25,44,01.7862,+25.73383,A,2,1.34,NaN,0.5869,NaN,2.4504,NaN,241,45
Abell68,2007-06-01,00,37,06.475,9.271704,+09,09,32.28,9.163992,A,8,7.5,0.5,0.2546,NaN,1.265,.001,NaN,NaN
SDSSJ0037-0942,2006-02-00,00,37,53.21,9.4705016657,-09,42,20.12,-9.7045899992,A,2,1.53,0.01,0.19545,0.00003,0.632,0.001,274,10
SDSSJ0044+0113,2008-08-00,00,44,2.9,11.01208,+01,13,12.65,+1.22018,A,2,0.79,0.01,0.11958,0.00003,0.197,0.001,254,12
Q0047-2808,1996-01-01,00,49,41.96,12.4247466667,-27,52,25.000,-27.874019722,A,4,1.34,0.01,0.485,NaN,3.595,NaN,219,12
HE0047-1756,2004-05-01,00,50,27.72,12.6155,-17,40,08,-17.66889,A,2,0.751,0.002,0.407,0.001,1.67,0.01,NaN,NaN
ACSJ005656.81-273841.0,2012-06-15,00,56,56.81,14.236708,-27,38,41.0,-27.644722,B,1,0.93,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SDSSJ0058-0722,2013-12-00,00,58,47.96,14.699833,-07,21,58.1,-7.366139,,3,NaN,NaN,0.639,0.001,1.873,0.001,NaN,NaN
SPT0103-45,2013-03-21,01,03,11.50,15.797917,-45,38,53.90,-44.351694,A,2,NaN,NaN,NaN,NaN,3.0917,0.0001,NaN,NaN
SDSSJ0105+0145,2013-12-00,01,05,19.89,16.332875,+01,44,59.1,+1.74975,,1,3.5,0.1,0.361,0.001,2.127,0.001,NaN,NaN
ACSJ010559.53-254438.0,2012-06-15,01,05,59.53,16.498042,-25,44,38.0,-25.743889,B,1,0.88,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SDSSJ0109+1500,2008-08-00,01,09,33.73,17.39054,+15,00,32.51,+15.00903,A,1,0.69,0.01,0.29388,0.00006,0.525,0.001,243,18
ACSJ011018.22+193819.5,2012-06-15,01,10,18.22,17.575917,+19,38,19.5,+19.63875,A,1,3.10,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SDSSJ011300.57+025046.2,2016-04-07,01,13,00.5750,18.252396,+02,50,46.2048,+2.846168,A,1,1.24,NaN,0.6230,NaN,2.6088,NaN,850,-1
SPT0113-46,2013-03-21,01,13,9.01,18.287542,-46,17,56.30,-45.701028,A,3,NaN,NaN,NaN,NaN,4.2328,0.0001,NaN,NaN
HSTJ01247+0352,1999-05-01,01,24,44,21.18333,+03,52,00,+3.86667,C,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSTJ01248+0351,1999-05-01,01,24,45,21.1875,+03,51,06,+3.85167,C,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SPT0125-47,2013-03-21,01,25,7.08,21.279500,-47,23,56.00,-46.601111,A,2,NaN,NaN,NaN,NaN,2.5148,0.001,NaN,NaN
SPT0125-50,2013-03-21,01,25,48.45,21.451875,-50,38,20.90,-49.360861,A,0,NaN,NaN,NaN,NaN,3.955,0.001,NaN,NaN
B0128+437,2000-12-01,01,31,13,22.80417,+43,58,13.14,+43.97032,A,4,1.3,0.3,NaN,NaN,3.124,0.0042,NaN,NaN
PMNJ0134-0931,2002-01-01,01,34,35,23.64583,-09,31,02.000,-9.51722,A,5,2.29,0.01,0.77,0.01,2.216,0.001,NaN,NaN
SDSSJ0143+1607,2013-12-00,01,43,50.25,25.959375,+16,07,41.0,+16.128056,,2,2.7,0.1,0.415,0.001,1.499,0.001,NaN,NaN
SDSSJ0145-0455,2013-12-00,01,45,04.29,26.267875,-04,55,51.6,-4.931,,1,1.9,0.1,0.633,0.001,1.958,0.001,NaN,NaN
Q0142-100,1987-10-01,01,45,16.72,26.31967,-09,45,20.59,-9.75572,A,2,2.84,0.01,0.49,0.01,2.719,0.001,NaN,NaN
CSWA22,2007-05-01,01,46,56.01,26.73337065,-09,29,52.49,-9.49791496,A,3,NaN,NaN,0.44,0.01,1.944,0.001,NaN,NaN
SDSSJ0151+0049,2011-12-15,01,51,7.37,27.78072,+00,49,8.98,+0.81916,A,2,0.676,0.001,0.5171,0.0002,1.364,0.001,219,39
SDSSJ0157-0056,2008-08-00,01,57,58.94,29.49557,-00,56,26.09,-0.94058,A,3,0.79,0.01,0.92428,0.00010,0.924,0.001,NaN,NaN
QJ0158-4325,1999-10-01,01,58,41.43,29.6726246,-43,25,3.5,-43.4176407,A,2,0.66,0.01,0.317,0.001,1.294,0.008,NaN,NaN
SDSSJ020121.39+322829.6,2016-04-07,02,01,21.3954,30.339148,+32,28,29.6649,+32.474907,A,2,1.7,NaN,0.3957,NaN,2.8209,NaN,256,20
SL2SJ020122-091515,2011-09-08,02,01,21.89,30.341207,-09,15,15.09,-9.2541913,C,1,NaN,NaN,0.46,0.02,NaN,NaN,NaN,NaN
SL2SJ020210-110912,2011-09-08,02,02,10.50,30.543750,-11,09,11.68,-11.1532440,A,0,5.0,NaN,0.48,0.02,NaN,NaN,NaN,NaN
SL2SJ020239-063456,2011-09-08,02,02,38.87,30.661958,-06,34,56.12,-6.5822553,C,1,2.2,0.1,0.37,0.03,NaN,NaN,NaN,NaN
SL2SJ020303-082114,2011-09-08,02,03,2.84,30.761833,-08,21,14.25,-8.3539581,C,0,2.4,NaN,0.14,0.07,NaN,NaN,NaN,NaN
SL2SJ020313-104708,2011-09-08,02,03,12.61,30.802541,-10,47,7.95,-10.7855415,C,0,3.0,NaN,0.62,0.03,NaN,NaN,NaN,NaN
SL2SJ020320-073451,2011-09-08,02,03,20.43,30.835124,-07,34,50.78,-7.5807723,B,0,5.0,NaN,0.59,0.03,NaN,NaN,NaN,NaN
SL2SJ020350-094254,2011-09-08,02,03,49.98,30.958250,-09,42,53.51,-9.7148637,B,0,5.0,NaN,0.25,0.02,NaN,NaN,NaN,NaN
SL2SJ020455-102402,2011-09-08,02,04,54.51,31.227125,-10,24,2.48,-10.4006891,B,0,10.8,NaN,0.33,0.02,NaN,NaN,NaN,NaN
SL2SJ020503-110547,2011-09-08,02,05,3.15,31.263124,-11,05,46.63,-11.0962858,B,2,3.3,0.1,0.62,0.03,NaN,NaN,NaN,NaN
SL2SJ020648-065701,2011-09-08,02,06,48.47,31.701957,-06,57,1.33,-6.9503693,B,1,3.2,NaN,0.49,0.06,NaN,NaN,NaN,NaN
SL2SJ020816-072458,2011-09-08,02,08,15.66,32.065250,-07,24,57.81,-7.4160585,C,0,4.3,NaN,0.62,0.02,NaN,NaN,NaN,NaN
SL2SJ020817-093653,2011-09-08,02,08,16.87,32.070293,-09,36,52.69,-9.6146364,A,0,3.4,NaN,0.74,0.03,NaN,NaN,NaN,NaN
SL2SJ020833-071414,2013-00-00,02,08,33.10,32.137917,-07,14,14.0,-7.237222,B,2,2.66,0.13,0.428,0.001,NaN,NaN,300,27
SL2SJ020842-070128,2011-09-08,02,08,41.61,32.173374,-07,01,28.07,-7.0244636,C,0,3.5,NaN,0.29,0.03,NaN,NaN,NaN,NaN
SL2SJ020929-064311,2011-09-08,02,09,29.33,32.372207,-06,43,11.26,-6.7197942,A,0,3.2,NaN,0.45,0.02,NaN,NaN,NaN,NaN
SL2SJ020958-035457,2011-09-08,02,09,57.67,32.490291,-03,54,57.08,-3.9158556,C,0,3.9,NaN,0.43,0.03,NaN,NaN,NaN,NaN
SL2SJ021027-044642,2011-09-08,02,10,26.57,32.610710,-04,46,41.59,-4.7782192,C,2,NaN,NaN,0.55,0.03,NaN,NaN,NaN,NaN
SL2SJ021052-035253,2011-09-08,02,10,51.59,32.714958,-03,52,52.64,-3.8812890,C,2,NaN,NaN,0.73,0.04,NaN,NaN,NaN,NaN
SL2SJ021109-101214,2011-09-08,02,11,8.66,32.786083,-10,12,13.86,-10.2038497,C,0,2.0,NaN,0.38,0.02,NaN,NaN,NaN,NaN
SL2SJ021118-042729,2011-09-08,02,11,18.49,32.827041,-04,27,29.20,-4.4581112,B,0,3.5,NaN,1.19,0.07,NaN,NaN,NaN,NaN
SL2SJ021206-075528,2013-00-00,02,12,06.55,33.027292,-07,55,28.2,-7.9245,B,1,1.24,0.04,0.460,0.001,NaN,NaN,261,25
SL2SJ021221-093844,2011-09-08,02,12,20.52,33.085498,-09,38,44.10,-9.6455831,C,0,2.4,NaN,0.77,0.03,NaN,NaN,NaN,NaN
SL2SJ021247-055552,2013-07-01,02,12,47.83,33.199292,-05,55,52.2,-5.931167,A,3,1.27,0.04,0.750,0.001,2.74,0.01,267,17
SL2SJ021325-074355,2011-09-08,02,13,24.52,33.352165,-07,43,54.82,-7.7318944,A,2,2.39,0.07,0.717,0.001,3.48,0.01,287,33
SL2SJ021408-053532,2006-06-12,02,14,8.07,33.533626,-05,35,32.39,-5.5923304,A,0,7.1,NaN,0.48,0.02,NaN,NaN,NaN,NaN
SL2SJ021411-040502,2010-08-18,02,14,11.21,33.5467033,-04,05,2.78,-4.0841055,A,2,1.41,0.04,0.609,0.001,1.880,0.001,289,16
SL2SJ021523-073624,2011-09-08,02,15,23.03,33.845958,-07,36,23.56,-7.6065444,B,0,3.7,NaN,1.05,0.02,NaN,NaN,NaN,NaN
SL2SJ021552-072101,2011-09-08,02,15,52.36,33.968166,-07,21,1.32,-7.3503665,C,2,NaN,NaN,0.48,0.02,NaN,NaN,NaN,NaN
SL2SJ021605-093507,2011-09-08,02,16,4.66,34.019416,-09,35,6.65,-9.5851802,B,0,16.4,NaN,0.69,0.02,NaN,NaN,NaN,NaN
SL2SJ021624-095739,2011-09-08,02,16,24.03,34.100124,-09,57,39.09,-9.9608583,B,0,2.8,NaN,0.160,0.001,NaN,NaN,NaN,NaN
SL2SJ021631-073157,2011-09-08,02,16,31.19,34.129959,-07,31,57.13,-7.5325360,C,0,2.4,NaN,0.86,0.04,NaN,NaN,NaN,NaN
ACSJ021634.62-051035.3,2012-06-15,02,16,34.62,34.14425,-05,10,35.3,-5.176472,B,1,1.69,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SL2SJ021647-091817,2011-09-08,02,16,46.84,34.195167,-09,18,16.74,-9.3046503,C,0,2.4,NaN,0.72,0.03,NaN,NaN,NaN,NaN
SL2SJ021649-070324,2011-09-08,02,16,49.25,34.205207,-07,03,23.80,-7.0566110,A,0,5.6,NaN,0.45,0.02,NaN,NaN,NaN,NaN
SDSSJ0216-0813,2006-02-00,02,16,52.54,34.21893,-08,13,45.37,-8.22927,A,3,1.16,0.01,0.33165,0.00007,0.523,0.001,332,24
SL2SJ021724-101550,2011-09-08,02,17,23.76,34.348999,-10,15,50.30,-10.2639722,C,0,3.2,NaN,0.27,0.02,NaN,NaN,NaN,NaN
SL2SJ021737-051329,2009-02-27,02,17,37.18,34.4049225,-05,13,29.36,-5.2248211,A,2,1.27,0.06,0.646,0.001,1.847,0.001,257,26
SL2SJ021740-103320,2011-09-08,02,17,39.56,34.414833,-10,33,19.93,-10.5555362,C,2,NaN,NaN,1.05,0.05,NaN,NaN,NaN,NaN
SL2SJ021801-080247,2013-07-01,02,18,01.26,34.50525,-08,02,47.5,-8.046528,B,1,1.00,0.03,NaN,NaN,2.06,0.01,NaN,NaN
SL2SJ021807-051536,2011-09-08,02,18,7.29,34.530376,-05,15,36.16,-5.2600445,A,0,2.4,NaN,0.42,0.03,NaN,NaN,NaN,NaN
SL2SJ021814-100602,2011-09-08,02,18,14.39,34.559959,-10,06,2.30,-10.1006393,C,0,2.8,NaN,0.46,0.03,NaN,NaN,NaN,NaN
SL2SJ021902-082934,2010-08-18,02,19,2.15,34.7589417,-08,29,34.77,-8.4929924,A,2,1.30,0.04,0.3898,0.001,2.15,0.01,300,23
SL2SJ021910-040143,2011-09-08,02,19,9.86,34.791084,-04,01,43.32,-4.0286998,C,0,4.3,NaN,0.45,0.02,NaN,NaN,NaN,NaN
SL2SJ021956-052759,2011-09-08,02,19,56.42,34.985084,-05,27,59.21,-5.4664473,B,0,3.0,NaN,0.35,0.04,NaN,NaN,NaN,NaN
SL2SJ022043-105216,2011-09-08,02,20,43.11,35.179626,-10,52,16.45,-10.8712358,B,0,2.2,NaN,0.79,0.03,NaN,NaN,NaN,NaN
SL2SJ022046-094927,2013-07-01,02,20,46.05,35.191875,-09,49,27.8,-9.824389,B,1,1.00,0.03,0.572,0.001,NaN,NaN,NaN,NaN
SL2SJ022056-074312,2011-09-08,02,20,56.43,35.235126,-07,43,11.71,-7.7199196,C,0,2.4,NaN,0.71,0.03,NaN,NaN,NaN,NaN
SL2SJ022056-063934,2010-08-18,02,20,56.59,35.2357979,-06,39,34.29,-6.6595254,B,0,1.19,0.04,0.330,0.001,NaN,NaN,242,28
B0218+357,1993-08-01,02,21,05,35.27083,+35,56,13.78,+35.93716,A,2,0.334,0.001,0.68466,0.00001,0.944,0.001,NaN,NaN
SL2SJ022151-064733,2011-09-08,02,21,51.18,35.463249,-06,47,32.66,-6.7924056,A,0,5.2,NaN,0.72,0.03,NaN,NaN,NaN,NaN
SL2SJ022315-062906,2011-09-08,02,23,15.41,35.814208,-06,29,6.40,-6.4851112,B,1,1.9,0.1,0.55,0.06,NaN,NaN,NaN,NaN
SL2SJ022318-105849,2011-09-08,02,23,18.33,35.826374,-10,58,48.46,-10.9801273,C,0,6.1,NaN,0.52,0.04,NaN,NaN,NaN,NaN
SL2SJ022346-053418,2013-07-01,02,23,46.14,35.94225,-05,34,18.4,-5.571778,B,1,1.22,0.11,0.499,0.001,1.44,0.01,NaN,NaN
SL2SJ022357-065142,2013-07-01,02,23,57.94,35.991417,-06,51,42.6,-6.861833,A,3,1.36,0.04,0.473,0.001,NaN,NaN,NaN,NaN
SL2SJ022401-034626,2011-09-08,02,24,0.92,36.003833,-03,46,25.83,-3.7738416,B,0,2.6,NaN,0.98,0.05,NaN,NaN,NaN,NaN
SL2SJ022405-044707,2011-09-08,02,24,5.01,36.020874,-04,47,7.00,-4.7852778,C,0,4.3,NaN,0.36,0.04,NaN,NaN,NaN,NaN
SL2SJ022435-040158,2011-09-08,02,24,34.96,36.145668,-04,11,35.02,-4.1930608,B,0,1.9,NaN,0.68,0.04,NaN,NaN,NaN,NaN
SL2SJ022435-041135,2011-09-08,02,24,35.26,36.146915,-04,01,57.86,-4.0327386,C,0,3.5,NaN,1.13,0.07,NaN,NaN,NaN,NaN
SL2SJ022439-040045,2011-09-08,02,24,39.06,36.162750,-04,00,45.16,-4.0125446,B,0,3.2,NaN,0.43,0.05,NaN,NaN,NaN,NaN
SL2SJ022459-040104,2011-09-08,02,24,59.25,36.246875,-04,01,3.77,-4.0177140,B,1,1.9,0.1,0.80,0.04,NaN,NaN,NaN,NaN
SL2SJ022511-045433,2010-08-18,02,25,11.04,36.296005,-04,54,33.48,-4.9092998,A,0,1.77,0.09,0.2380,0.001,1.199,0.001,241,12
SL2SJ022539-040320,2011-09-08,02,25,38.74,36.411415,-04,03,20.36,-4.0556554,C,0,4.3,NaN,0.62,0.06,NaN,NaN,NaN,NaN
SL2SJ022546-073739,2011-09-08,02,25,46.13,36.442207,-07,37,38.52,-7.6273665,A,0,5.8,0.1,0.511,0.001,NaN,NaN,NaN,NaN
SL2SJ022607-042726,2011-09-08,02,26,7.15,36.529792,-04,27,26.26,-4.4572944,C,0,3.7,NaN,0.17,0.05,NaN,NaN,NaN,NaN
SL2SJ022610-042011,2010-08-18,02,26,10.67,36.54445,-04,20,11.59,-4.3365526,A,2,1.19,0.04,0.4943,0.001,1.232,0.001,266,21
SL2SJ022648-040610,2010-08-18,02,26,48.37,36.701555,-04,06,10.28,-4.1028567,A,2,1.29,0.04,0.7663,0.001,NaN,NaN,NaN,NaN
SL2SJ022648-090421,2010-08-18,02,26,48.56,36.702329,-09,04,21.28,-9.0725791,A,2,1.56,0.04,0.4563,0.001,NaN,NaN,301,18
SL2SJ022720-074920,2011-09-08,02,27,20.22,36.834251,-07,49,20.19,-7.8222751,C,0,2.1,NaN,0.53,0.03,NaN,NaN,NaN,NaN
SL2SJ022759-090730,2011-09-08,02,27,59.21,36.996707,-09,07,29.86,-9.1249608,C,0,3.9,NaN,0.55,0.03,NaN,NaN,NaN,NaN
SL2SJ022832-094945,2011-09-08,02,28,32.05,37.133541,-09,49,45.44,-9.8292884,B,0,6.3,NaN,0.45,0.02,NaN,NaN,NaN,NaN
SL2SJ022917-055406,2011-09-08,02,29,17.36,37.322334,-05,54,5.54,-5.9015388,B,1,2.6,0.1,0.38,0.03,NaN,NaN,NaN,NaN
SL2SJ023040-035028,2011-09-08,02,30,39.96,37.666500,-03,50,28.06,-3.8411278,C,0,2.1,NaN,0.27,0.02,NaN,NaN,NaN,NaN
SL2SJ023106-055505,2011-09-08,02,31,6.46,37.776916,-05,55,4.63,-5.9179530,C,1,NaN,NaN,0.52,0.03,NaN,NaN,NaN,NaN
SL2SJ023224-085038,2011-09-08,02,32,23.77,38.099040,-08,50,38.37,-8.8439912,C,0,2.6,NaN,0.46,0.04,NaN,NaN,NaN,NaN
HE0230-2130,1999-08-01,02,32,33.72,38.1405,-21,17,26.000,-21.29056,A,4,1.02,NaN,0.526,NaN,2.162,NaN,NaN,NaN
SDSSJ0232-0323,2013-12-00,02,32,49.87,38.207792,-03,23,26.0,-3.390556,,2,3.7,0.1,0.450,0.001,2.518,0.001,NaN,NaN
SL2SJ023251-040823,2010-08-18,02,32,51.57,38.21486,-04,08,23.79,-4.139942,A,2,1.04,0.03,0.352,0.001,2.344,0.001,264,17
SL2SJ023307-043838,2011-09-08,02,33,7.05,38.279373,-04,38,38.21,-4.6439471,C,0,1.9,NaN,0.79,0.03,NaN,NaN,NaN,NaN
SL2SJ023502-095833,2011-09-08,02,35,1.61,38.756710,-09,58,32.76,-9.9757671,B,0,4.7,NaN,0.70,0.03,NaN,NaN,NaN,NaN
SDSSJ023740.63-064112.9,2016-04-07,02,37,40.6393,39.41933,-06,41,12.9900,-6.686942,A,2,0.65,NaN,0.4859,NaN,2.2491,NaN,290,89
WFC3J023924.56-013600.82,2012-06-15,02,39,24.56,39.852333,-01,36,00.82,-1.600228,B,1,0.91,0.01,NaN,NaN,NaN,NaN,NaN,NaN
Abell370,1988-02-01,02,39,53.169,39.971538,-01,34,36.96,-1.576933,A,9,39,2,0.3747,.001,.725,.001,1367,310
SPT0243-49,2013-03-21,02,43,8.81,40.786708,-49,15,35.00,-48.740278,A,1,NaN,NaN,NaN,NaN,5.699,0.001,NaN,NaN
SDSSJ0246-0825,2005-11-01,02,46,34.09,41.64207561,-08,25,36.1,-8.42670704,A,2,0.525,NaN,0.723,NaN,1.6859,0.0001,NaN,NaN
SDSSJ0252+0039,2008-08-00,02,52,45.21,43.18838,+00,39,58.36,+0.66621,A,3,1.04,0.01,0.28030,0.00004,0.982,0.001,172,11
MACSJ0257.1-2325,2010-06-01,02,57,09.151,44.288129,-23,26,05.83,-23.434953,A,0,39,2,0.505,NaN,NaN,NaN,920,250
SPT0300-46,2013-03-21,03,00,4.37,45.018208,-46,21,24.30,-45.643250,A,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CFRS03.1077,2002-05-01,03,02,30,45.6268472237,+00,06,02.1,0.1019550011,A,2,1.05,0.01,0.938,0.001,2.941,0.001,387,5
SDSSJ0330-0020,2008-08-00,03,30,12.12,52.55052,-00,20,51.9,-0.34775,A,2,1.10,0.01,0.35071,0.00008,1.071,0.001,242,30
WFC3J033227.44-275520.42,2012-06-15,03,32,27.44,53.114333,-27,55,20.42,-27.922339,A,1,1.83,0.01,NaN,NaN,NaN,NaN,NaN,NaN
J033238-275653,2003-12-19,03,32,38.21,53.159208,-27,56,53.2,-27.948111,A,2,1.2,0.1,0.6174,0.0003,2.4,0.3,NaN,NaN
WFC3J033245.17-274940.46,2012-06-15,03,32,45.17,53.188208,-27,49,40.46,-27.827906,A,1,1.71,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SPT0345-47,2013-03-21,03,45,10.77,56.294875,-47,25,39.50,-46.572361,A,0,NaN,NaN,NaN,NaN,4.2958,NaN,NaN,NaN
SPT0346-52,2013-03-21,03,46,41.13,56.671375,-52,05,2.10,-51.916083,A,2,1.124,0.004,NaN,NaN,5.6559,NaN,NaN,NaN
FOR-J0332-3557,2005-06-00,03,52,59.94,58.24975,-35,57,51.7,-35.964361,A,0,1.48,0.02,0.986,0.003,3.773,0.003,NaN,NaN
