system_name,discovery_date,ra_hrs,ra_mins,ra_secs,ra_coord,dec_degrees,dec_arcmin,dec_arcsec,dec_coord,lensgrade,number_images,theta_e,theta_e_err,z_lens,z_lens_err,z_source,z_source_err,vdisp,vdisp_err
SDSSJ1446+3032,2009-07-01,14,46,34.02,221.64175,+30,32,58.2,+30.5495,A,0,16.8,NaN,0.464,NaN,NaN,NaN,NaN,NaN
SDSSJ1450+3908,2010-12-01,14,50,30.65,222.62770,+39,08,19.14,39.13865,A,0,4.4,NaN,0.2893,0.0002,0.8613,0.0003,NaN,NaN
SDSSJ1451-0239,2008-08-00,14,51,28.19,222.86745,-02,39,36.43,-2.66012,A,2,1.04,0.01,0.12533,0.00003,0.52,0.01,213,13
SDSSJ1452+33233,2012-01-00,14,52,59.14,223.246417,+33,23,49.4,+33.397056,B,1,NaN,NaN,0.5602,0.0002,1.1896,0.0001,287,38
SDSSJ1455+1447,2010-04-01,14,55,01.91,223.75798284,+14,47,34.8,+14.79300293,A,2,0.853,NaN,NaN,NaN,1.424,0.001,NaN,NaN
SDSSJ1456+5702,2012-03-01,14,56,00.78,224.00325,+57,02,20.3,+57.038972,A,0,13.2,NaN,0.484,NaN,0.833,NaN,NaN,NaN
SDSSJ1503+3225,2012-01-00,15,03,45.69,225.940375,+32,25,42.1,+32.428361,B,2,NaN,NaN,0.6060,0.0003,1.1705,0.0001,NaN,NaN
CSWA24,2009-05-01,15,11,18.74,227.82806483,+47,13,40.34,47.22787249,,3,5.4,0.1,0.4517,0.0003,0.985,0.001,402,44
SDSSJ1515+1511,2012-05-01,15,15,38.59,228.91080753,+15,11,35.8,15.19330263,A,0,0.98,NaN,0.742,NaN,2.054,0.002,NaN,NaN
SDSSJ1521+5805,2011-11-00,15,21,23.85,230.34937,+58,05,50.89,+58.09747,C,1,NaN,NaN,0.20423,0.00004,0.485,0.001,186,15
SBS1520+530,1997-02-01,15,21,44,230.43333,+52,54,48.6,+52.9135,A,2,0.80,0.05,0.761,0.001,1.855,0.001,228,13
SDSSJ1522+2910,2011-12-15,15,22,9.5400,230.53975,+29,10,21.90,29.17275,A,2,0.736,0.001,0.5553,0.0001,1.311,0.001,166,27
SDSSJ1524+4409,2008-02-01,15,24,45.62,231.19009714,+44,09,49.5,+44.16376024,A,2,0.79,NaN,0.320,NaN,1.210,0.001,NaN,NaN
SDSSJ1525+3327,2008-08-00,15,25,6.7,231.27790,+33,27,47.45,+33.46318,A,3,1.31,0.01,0.35829,0.00009,0.717,0.001,303,29
ACSJ152702.08+355726.8,2012-06-15,15,27,02.08,231.758667,+35,57,26.8,+35.957444,C,1,1.73,0.01,NaN,NaN,NaN,NaN,NaN,NaN
ULASJ1527+0141,2012-01-01,15,27,20.13,231.83388016,+01,41,39.6,1.69433497,A,2,1.35,0.01,NaN,NaN,1.4384,0.0002,NaN,NaN
CSWA39,2008-02-01,15,27,45.02,231.93759592,+06,52,33.85,6.87607048,A,1,NaN,NaN,0.39,0.01,2.7593,0.0001,274,28
ULASJ1529+1038,2012-01-01,15,29,38.90,232.41210018,+10,38,03.9,10.63441945,B,2,0.75,0.01,NaN,NaN,1.9709,0.0005,NaN,NaN
SDSSJ1531+3414,2009-07-01,15,31,10.60,232.794167,+34,14,25.0,+34.240278,A,0,11.7,NaN,0.335,NaN,1.096,NaN,NaN,NaN
SDSSJ1531-0105,2008-08-00,15,31,50.07,232.95863,-01,05,45.64,-1.09601,A,2,1.71,001,0.15966,0.00003,0.744,0.001,259,9
ACSJ153234.81+324115.3,2012-06-15,15,32,34.81,233.145042,+32,41,15.3,+32.687583,B,4,1.21,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SDSSJ1537+6556,2010-12-01,15,37,13.2,234.30500,+65,56,20.76,65.9391,A,0,8.1,NaN,0.2595,0.0001,0.6596,0.0001,NaN,NaN
SDSSJ1537+0220,2012-01-00,15,37,30.27,234.376125,+02,20,36.9,+2.343583,C,1,NaN,NaN,0.48252,0.00008,1.0729,0.0001,223,28
SDSSJ1538+5817,2008-08-00,15,38,12.92,234.55384,+58,17,9.82,+58.28606,A,2,1.00,0.01,0.14277,0.00003,0.531,0.001,191,12
SDSSJ1541+1812,2011-12-15,15,41,18.56,235.32734,+18,12,35.14,+18.20976,A,2,0.640,0.001,0.5603,0.0001,1.113,0.001,174,24
SDSSJ1542+1629,2011-12-15,15,42,46.33,235.69306,+16,29,51.76,+16.49771,A,2,1.042,0.001,0.3521,0.0001,1.023,0.001,210,16
HSTJ15433+5352,1999-05-01,15,43,20,235.83333,+53,51,52,+53.86444,A,4,0.588,0.006,0.497,0.001,2.092,0.001,NaN,NaN
SDSSJ1545+2748,2011-12-15,15,45,3.57,236.26489,+27,48,5.29,+27.80147,A,2,1.210,0.001,0.5218,0.0001,1.289,0.001,250,37
MG1549+3047,2003-08-01,15,49,12,237.3,+30,47,16.6,+30.78794,A,1,1.15,0.05,0.111,0.001,1.170,0.001,183,10
SDSSJ1556+3446,2011-11-00,15,56,13.73,239.05721,+34,46,29.89,+34.77497,C,2,NaN,NaN,0.07312,0.00001,0.598,0.001,157,5
B1555+375,1999-08-01,15,57,11,239.29583,+37,21,35.9,+37.35997,A,4,0.24,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SDSSJ1601+2138,2011-12-15,16,01,13.27,240.30531,+21,38,33.86,+21.64274,A,2,0.858,0.001,0.5435,0.0001,1.446,0.001,207,36
B1600+434,1995-05-01,16,01,40,240.41667,+43,16,47.8,+43.27994,A,2,1.4,0.1,0.4144,0.001,1.589,0.001,NaN,NaN
ACSJ160910+6532,2006-11-01,16,09,10.292,242.292883,+65,32,57.38,+65.549272,,1,0.61,0.01,0.4264,0.0001,NaN,NaN,142,32
B1608+656,1995-07-01,16,09,13.96,242.30817,+65,32,28.32,65.5412,A,4,3.9,0.1,0.6304,0.0001,1.394,0.001,260,15
ACSJ160919+6532,2006-11-01,16,09,18.760,242.328167,+65,32,49.72,+65.547144,,1,0.73,0.01,0.6321,0.0001,NaN,NaN,180,51
SDSSJ1611+1705,2011-12-15,16,11,9.8,242.79083,+17,05,26.59,+17.09072,A,2,0.580,0.001,0.4766,0.0001,1.211,0.001,109,23
SDSSJ1614+4522,2008-08-00,16,14,37.74,243.65725,+45,22,53.36,+45.38149,A,0,2.58,0.01,0.17787,0.00003,0.811,0.001,194,13
SDSSJ1618+4353,2006-02-00,16,18,43.1,244.67960,+43,53,27.42,+43.89095,A,4,1.80,0.01,0.19883,0.00006,0.666,0.001,296,24
SDSSJ1620+1203,2010-04-01,16,20,26.14,245.10892899,+12,03,42.0,12.06167583,A,2,1.353,NaN,0.398,NaN,1.158,0.002,NaN,NaN
SDSSJ1621+0607,2012-03-01,16,21,32.36,245.384833,+06,07,19.0,+6.121944,A,0,12.5,NaN,0.342,NaN,4.131,NaN,NaN,NaN
SDSSJ1621+3931,2008-08-00,16,21,32.99,245.38744,+39,31,44.69,+39.52908,A,2,1.29,0.01,0.24480,0.00006,0.602,0.001,228,20
SDSSJ1627-0053,2006-02-00,16,27,46.44,246.94352,-00,53,57.55,-0.89932,A,1,1.23,0.01,0.20758,0.00004,0.524,0.001,286,13
CSWA27,2009-05-01,16,29,54.56,247.47734696,+35,28,39.49,35.47763614,,1,5.8,0.1,0.170,0.001,0.850,0.001,510,1
HSTJ16302+8230,1999-05-01,16,30,12.96,247.554,+82,29,59,+82.49972,C,2,1.47,0.04,NaN,NaN,NaN,NaN,NaN,NaN
SDSSJ1630+4520,2006-02-00,16,30,28.16,247.61733,+45,20,36.31,+45.34342,A,4,1.78,0.01,0.24789,0.00004,0.793,0.001,252,16
HSTJ16309+8230,1999-05-01,16,30,52,247.71667,+82,30,12,+82.50333,C,2,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SDSSJ1631+1854,2011-12-15,16,31,50.33,247.95970,+18,54,4.07,+18.90113,A,2,1.634,0.001,0.4081,0.0001,1.086,0.001,272,14
SDSSJ1632+3500,2012-03-01,16,32,10.26,248.04275,+35,00,29.7,+35.00825,A,0,14.3,NaN,0.49,NaN,NaN,NaN,NaN,NaN
PMNJ1632-0033,2002-01-01,16,32,57.69,248.240395,-00,33,21.05,-0.55693,B,2,1.83,0.01,1.16,0.01,3.424,0.001,NaN,NaN
FBQ1633+3134,2001-02-01,16,33,48,248.454,+31,34,11.90,31.56997,B,2,2.24,0.01,0.68,0.01,1.5183,0.0002,NaN,NaN
SDSSJ1636+4707,2006-02-00,16,36,2.61,249.01089,+47,07,29.57,+47.12488,A,2,1.09,0.01,0.22820,0.00004,0.675,0.001,223,15
SDSSJ1637+1439,2011-12-15,16,37,14.58,249.31073,+14,39,30.1,+14.65836,A,2,0.650,0.001,0.3910,0.0001,0.874,0.001,208,30
SDSSJ1644+2625,2009-11-00,16,44,43.08,251.17951,+26,25,25.57,+26.42377,A,2,NaN,NaN,0.13682,0.00003,0.61,0.01,225,12
SDSSJ1650+4251,2003-11-01,16,50,43.44,252.6810019,+42,51,49.3,42.8637137,A,2,0.665,NaN,0.577,NaN,1.547,0.004,NaN,NaN
MG1654+1346,1988-09-01,16,54,41,253.67083,+13,46,22,+13.77278,A,2,1.05,0.10,0.254,0.001,1.74,0.01,NaN,NaN
SDSSJ1703+2451,2011-04-29,17,03,41.47,255.92278,+24,51,39.96,+24.8611,A,2,0.93,0.05,0.06287,0.00001,0.637,0.001,163,8
SDSSJ1709+2324,2009-11-00,17,09,38.96,257.41233,+23,24,8.46,+23.40235,A,2,NaN,NaN,0.34689,0.00007,0.719,0.001,246,30
WFC3J171336.64+585640.73,2012-06-15,17,13,36.64,258.402667,+58,56,40.73,+58.944647,C,1,1.43,0.01,NaN,NaN,NaN,NaN,NaN,NaN
WFC3J171736.34+601437.60,2012-06-15,17,17,36.34,259.401417,+60,14,37.60,+60.243778,B,1,2.23,0.01,NaN,NaN,NaN,NaN,NaN,NaN
ACSJ171750.68+593457.5,2012-06-15,17,17,50.68,259.461167,+59,34,57.5,+59.582639,B,1,1.79,0.01,NaN,NaN,NaN,NaN,NaN,NaN
ACSJ171817.43+593146.4,2012-06-15,17,18,17.43,259.572625,+59,31,46.4,+59.529556,A,1,2.35,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SDSSJ1718+6424,2006-02-00,17,18,37.39,259.65580,+64,24,52.27,+64.41452,A,2,NaN,NaN,0.08987,0.00005,0.737,0.001,297,16
SDSSJ1719+2939,2009-11-00,17,19,34.16,259.89234,+29,39,26.35,+29.65732,A,2,NaN,NaN,0.18073,0.00005,0.578,0.001,284,15
Abell2261,2005-07-01,17,22,27.115,260.612979,+32,08,01.76,+32.133822,A,0,NaN,NaN,0.225,NaN,NaN,NaN,NaN,NaN
SDSSJ1723+3411,2010-12-01,17,23,36.16,260.90067,+34,11,58.06,34.19946,A,0,4.7,NaN,0.4435,0.0002,1.3294,0.0002,NaN,NaN
ACSJ173923.28+690706.6,2012-06-15,17,39,23.28,264.847,+69,07,06.6,+69.1185,B,1,1.23,0.01,NaN,NaN,NaN,NaN,NaN,NaN
ACSJ174035.58+690328.1,2012-06-15,17,40,35.58,265.14825,+69,03,28.1,+69.057806,A,1,1.12,0.01,NaN,NaN,NaN,NaN,NaN,NaN
HSTJ18078+4600,1999-05-01,18,07,46,271.94167,+45,59,56,+45.99889,C,2,0.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PKS1830-211,1988-03-01,18,33,39,278.4125,-21,03,39.000,-21.06083,A,2,2.13,0.01,0.89,0.01,2.51,0.01,NaN,NaN
PMNJ1838-3427,2000-12-01,18,38,28,279.61667,-34,27,41.000,-34.46139,A,2,3.26,0.01,0.36,0.08,2.78,0.01,NaN,NaN
B1933+503,1998-12-01,19,34,30,293.625,+50,25,23.6,+50.42322,A,10,0.4,0.2,0.755,0.001,1.71,0.01,326,8
B1938+666,1996-02-01,19,38,25.35,294.60563,+66,48,52.7,+66.81464,A,6,0.475,NaN,0.881,NaN,2.059,NaN,NaN,NaN
PMNJ2004-1349,2001-03-01,20,04,07,301.02917,-13,49,30.000,-13.825,A,2,0.57,0.02,NaN,NaN,NaN,NaN,NaN,NaN
MG2016+112,1984-01-01,20,19,18,304.825,+11,27,13.36,+11.45371,A,4,1.97,0.01,1.01,0.01,3.27,0.01,NaN,NaN
WFI2026-4536,2004-05-01,20,26,10.48,306.54367,-45,36,27,-45.6075,A,4,0.6517,0.0007,NaN,NaN,2.23,0.01,NaN,NaN
WFI2033-4723,2004-05-01,20,33,42,308.425,-47,23,43.000,-47.39528,A,4,2.33,0.01,0.66,0.01,1.661,0.003,NaN,NaN
B2045+265,1999-02-01,20,47,20,311.83333,+26,44,01.2,+26.73367,A,4,0.95,0.05,0.8673,0.0001,1.28,0.01,NaN,NaN
SPT2103-60,2013-03-21,21,03,30.90,315.878750,-60,32,40.30,-59.455472,A,0,NaN,NaN,NaN,NaN,4.4357,NaN,NaN,NaN
B2108+213,2005-01-01,21,10,54,317.725,+21,31,00.7,+21.51686,A,2,2.28,0.01,0.3648,0.0001,NaN,NaN,325,25
SDSSJ2111-0114,2009-07-01,21,11,19.34,317.830583,-01,14,23.5,-1.239861,A,0,17.7,NaN,0.638,NaN,2.858,NaN,NaN,NaN
B2114+022,2001-09-01,21,16,50,319.20833,+02,25,46.9,+2.42969,B,4,NaN,NaN,0.3157,0.001,NaN,NaN,110,NaN
SDSSJ2122+0409,2011-12-15,21,22,52.04,320.71684,+04,09,35.53,+4.15987,A,2,1.580,0.001,0.6261,0.0001,1.452,0.001,324,56
SDSSJ2125+0411,2011-12-15,21,25,10.67,321.29447,+04,11,31.56,+4.1921,A,2,1.204,0.001,0.3632,0.0001,0.978,0.001,247,17
MACSJ212919.9-074218,2011-01-01,21,29,19.9,322.332917,-07,42,18,-7.705,A,4,NaN,NaN,0.594,0.001,1.212,0.001,NaN,NaN
MACSJ2129.4-0741,2010-06-01,21,29,26.214,322.359225,-07,41,26.22,-7.690617,A,0,37,2,0.589,NaN,NaN,NaN,1400,200
SPT2132-58,2013-03-21,21,32,43.23,323.180125,-58,02,46.20,-57.953833,A,0,NaN,NaN,NaN,NaN,4.7677,NaN,NaN,NaN
SPT2134-50,2013-03-21,21,34,3.34,323.513917,-50,13,25.10,-49.776361,A,0,NaN,NaN,NaN,NaN,2.7799,NaN,NaN,NaN
SDSSJ2141-0001,2011-11-01,21,41,54.68,325.47783,-00,01,12.32,-0.02009,A,2,0.88,0.09,0.13800,0.00004,0.713,0.001,184,13
SPT2146-55,2013-03-21,21,46,54.02,326.725083,-55,07,54.30,-54.868250,A,0,NaN,NaN,NaN,NaN,4.5672,NaN,NaN,NaN
SPT2147-50,2013-03-21,21,47,19.05,326.829375,-50,35,54.00,-49.401667,A,0,NaN,NaN,NaN,NaN,3.7602,NaN,NaN,NaN
HE2149-2745,1996-11-01,21,52,07,328.02917,-27,31,50.000,-27.53056,A,2,0.85,0.01,0.603,0.01,2.033,0.001,NaN,NaN
SDSSJ2156+1204,2006-07-01,21,56,27.15,329.11314,+12,04,11.75,+12.06993,B,2,1.06,0.01,0.25695,0.00009,1.176,0.001,286,51
CY2201-3201,2006-12-01,22,01,32,330.38333,-32,01,44.000,-32.02889,A,2,0.83,0.01,0.32,0.01,3.90,0.01,130,20
SL2SJ220152+041008,2011-09-08,22,01,51.79,330.465789,+04,10,8.42,+4.169005,B,1,7.3,NaN,0.43,0.04,NaN,NaN,NaN,NaN
SL2SJ220202+014710,2011-09-08,22,02,1.66,330.506927,+01,47,9.57,+1.785991,B,2,5.0,NaN,0.30,0.02,NaN,NaN,NaN,NaN
SL2SJ220329+020519,2011-09-08,22,03,29.03,330.870971,+02,05,18.89,+2.088580,A,2,1.95,0.06,0.400,0.001,2.15,0.01,NaN,NaN
SL2SJ220507+014704,2011-09-08,22,05,6.92,331.278839,+01,47,3.71,+1.784363,A,2,1.66,0.06,0.476,0.001,2.53,0.01,NaN,NaN
SL2SJ220629+005728,2010-08-18,22,06,29.39,331.6224670,+00,57,28.93,0.9580361,A,2,1.55,0.07,0.7044,0.001,NaN,NaN,NaN,NaN
SL2SJ220642+041131,2011-09-08,22,06,42.03,331.675109,+04,11,30.85,+4.191902,B,2,3.7,NaN,0.62,0.03,NaN,NaN,NaN,NaN
SDSSJ2210-0934,2011-11-00,22,10,5.74,332.52393,-09,34,16.03,-9.57112,C,2,NaN,NaN,0.08264,0.00003,1.158,0.001,135,10
SL2SJ221307-003037,2011-09-08,22,13,6.93,333.278869,+00,30,37.05,-0.5102916,A,2,2.8,NaN,0.69,0.02,NaN,NaN,NaN,NaN
SL2SJ221326-000946,2010-08-18,22,13,26.18,333.35908,-00,09,46.3,-0.16286147,A,3,1.07,0.03,0.3378,0.001,3.447,0.001,183,34
SL2SJ221332+004836,2011-09-08,22,13,31.85,333.382720,+00,48,36.14,+0.810038,A,3,4.8,NaN,1.00,0.03,NaN,NaN,NaN,NaN
SL2SJ221407-180712,2010-08-18,22,14,7.69,333.53204,-18,07,12.14,-18.12004,B,1,1.06,0.22,0.6505,0.001,NaN,NaN,167,43
SL2SJ221410-173056,2011-09-08,22,14,9.57,333.539886,-17,30,56.23,-17.5156192,A,1,7.4,0.1,0.83,0.05,NaN,NaN,NaN,NaN
SL2SJ221419+011034,2011-09-08,22,14,18.82,333.578430,+01,10,33.85,+1.176069,B,0,0.0,NaN,0.74,0.08,NaN,NaN,NaN,NaN
MACSJ2214.9-1359,2010-06-01,22,14,57.415,333.739229,-14,00,10.78,-14.002994,A,0,23,2,0.503,NaN,NaN,NaN,1300,100
ACSJ221501.12-135822.9,2012-06-15,22,15,01.12,333.754667,-13,58,22.9,-13.973028,A,1,0.82,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SL2SJ221729-003837,2011-09-08,22,17,29.38,334.372406,+00,38,36.60,-0.6434999,C,2,1.9,NaN,0.78,0.02,NaN,NaN,NaN,NaN
SL2SJ221852+014038,2013-07-01,22,18,52.63,334.719292,+01,40,38.9,+1.677472,B,1,1.38,0.08,0.564,0.001,NaN,NaN,NaN,NaN
SL2SJ221929-001743,2010-08-18,22,19,29.39,334.8724670,-00,17,43.47,-0.2954074,B,1,0.52,0.13,0.2888,0.001,1.023,0.001,263,26
SL2SJ222012+010606,2013-07-01,22,20,12.87,335.053625,+01,06,06.3,+1.10175,C,1,2.16,0.07,0.232,0.001,1.07,0.01,NaN,NaN
SL2SJ222144-005303,2011-09-08,22,21,43.74,335.432250,+00,53,2.89,-0.8841361,A,4,4.7,NaN,0.39,0.02,NaN,NaN,NaN,NaN
SL2SJ222148+011542,2013-07-01,22,21,48.82,335.453417,+01,15,42.7,+1.261861,A,2,1.40,0.05,0.325,0.001,2.35,0.01,NaN,NaN
SL2SJ222217+001202,2013-07-01,22,22,17.63,335.573458,+00,12,02.8,+0.200778,B,1,1.44,0.15,0.436,0.001,1.36,0.01,NaN,NaN
SDSSJ222825.76+120503.9,2016-04-07,22,28,25.7666,337.107361,+12,05,03.9505,+12.084431,A,2,1.28,NaN,0.5305,NaN,2.8324,NaN,255,50
SDSSJ2231-0849,2006-07-01,22,31,8.02,337.78341,-08,49,25.5,-8.82375,B,1,1.08,0.01,0.17473,0.00003,0.597,0.001,223,11
HDFS2232509-603243,1999-03-01,22,32,50,338.20833,-60,32,43.000,-60.54528,C,4,1.6,0.1,NaN,NaN,0.6,0.1,280,NaN
CSWA10,2009-01-01,22,38,31.31,339.63047433,+13,19,55.86,13.33218384,A,10,NaN,NaN,0.413,0.002,1.0,0.1,335,27
SDSSJ2238-0754,2009-11-01,22,38,40,339.66667,-07,54,56.000,-7.91556,A,3,1.82,0.01,0.137,0.001,0.713,0.001,198,11
Q2237+0305,1985-05-01,22,40,30,340.125,+03,21,28.8,+3.358,A,4,1.78,0.01,0.0394,0.0001,1.695,0.001,NaN,NaN
SDSSJ2243-0935,2011-03-01,22,43,19.80,340.8325,-09,35,30.9,-9.591917,A,0,NaN,NaN,0.447,NaN,2.091,NaN,NaN,NaN
SDSSJ2300+0022,2006-02-00,23,00,53.14,345.22143,+00,22,38.06,+0.37724,A,3,1.24,0.01,0.22847,0.00005,0.463,0.001,267,18
SDSSJ2302-0840,2008-08-00,23,02,20.18,345.58409,-08,40,49.44,-8.6804,A,2,NaN,NaN,0.09012,0.00002,0.222,0.001,239,8
SDSSJ2303+1422,2006-02-00,23,03,21.72,345.84052,+14,22,17.94,+14.37165,A,3,1.62,0.01,0.15529,0.00005,0.517,0.001,249,15
ACSJ230325.68+085212.6,2012-06-15,23,03,25.68,345.857,+08,52,12.6,+8.870167,A,1,0.72,0.01,NaN,NaN,NaN,NaN,NaN,NaN
SDSSJ2303+0037,2011-12-15,23,03,35.17,345.89654,+00,37,3.18,+0.61755,A,4,1.016,0.001,0.4582,0.0001,0.936,0.001,274,31
SDSSJ2321-0939,2006-02-00,23,21,20.94,350.33723,-09,39,10.26,-9.65285,A,2,1.60,0.01,0.08185,0.00002,0.532,0.001,239,8
B2319+052,2000-02-01,23,21,40,350.41667,+05,27,36.4,+5.46011,A,2,1.36,0.01,0.62,0.01,NaN,NaN,NaN,NaN
PSS2322+1944,2002-05-01,23,22,07,350.52917,+19,44,22.99,19.73972,B,2,1.81,0.01,1.23,0.01,4.1199,0.0001,NaN,NaN
SDSSJ2341+0000,2008-08-00,23,41,11.57,355.29822,+00,00,18.65,+0.00518,A,4,1.44,0.01,0.18595,0.00003,0.807,0.001,224,14
SDSSJ234248.68-012032.5,2016-04-07,23,42,48.6841,355.70285,-01,20,32.5351,-1.342371,A,4,1.11,NaN,0.5270,NaN,2.2649,NaN,274,43
ULASJ2343-0050,2008-06-01,23,43,11.93,355.79974989,-00,50,34.3,-0.84287291,A,2,0.58,NaN,0.3,NaN,0.788,0.001,NaN,NaN
SDSSJ2343-0030,2009-11-00,23,43,58.87,355.99529,-00,30,22.39,-0.50622,A,4,NaN,NaN,0.18073,0.00003,0.463,0.001,256,11
SDSSJ2347-0005,2006-02-00,23,47,28.08,356.86701,-00,05,21.26,-0.08924,B,1,NaN,NaN,0.4167,0.0001,0.714,0.001,407,57
ACSJ235130.60-261459.7,2012-06-15,23,51,30.60,357.8775,-26,14,59.7,-26.249917,A,1,3.32,0.01,NaN,NaN,NaN,NaN,NaN,NaN
